data_ora;rad;temperatura;elevazione;;;
2023-03-01 03:27:12.085;3701;40.41;35;;;
2023-03-01 03:27:12.304;3686;40.41;35;;;
2023-03-01 03:27:12.507;3672;40.41;35;;;
2023-03-01 03:27:12.726;3673;40.41;35;;;
2023-03-01 03:27:12.929;3691;40.41;35;;;
2023-03-01 03:27:13.132;3684;40.41;35;;;
2023-03-01 03:27:13.319;3703;40.41;35;;;
2023-03-01 03:27:13.523;3686;40.41;35;;;
2023-03-01 03:27:13.726;3708;40.41;35;;;
2023-03-01 03:27:13.929;3714;40.41;35;;;
2023-03-01 03:27:14.132;3715;40.41;35;;;
2023-03-01 03:27:14.335;3687;40.41;35;;;
2023-03-01 03:27:14.554;3696;40.41;35;;;
2023-03-01 03:27:14.772;3692;40.41;35;;;
2023-03-01 03:27:14.960;3695;40.41;35;;;
2023-03-01 03:27:15.179;3696;40.41;35;;;
2023-03-01 03:27:15.382;3705;40.41;35;;;
2023-03-01 03:27:15.585;3698;40.41;35;;;
2023-03-01 03:27:15.804;3692;40.41;35;;;
2023-03-01 03:27:16.007;3697;40.38;35;;;
2023-03-01 03:27:16.226;3695;40.38;35;;;
2023-03-01 03:27:16.444;3716;40.38;35;;;
2023-03-01 03:27:16.647;3705;40.38;35;;;
2023-03-01 03:27:16.851;3719;40.38;35;;;
2023-03-01 03:27:17.069;3706;40.38;35;;;
2023-03-01 03:27:17.241;3710;40.38;35;;;
2023-03-01 03:27:17.444;3703;40.38;35;;;
2023-03-01 03:27:17.647;3699;40.38;35;;;
2023-03-01 03:27:17.850;3719;40.38;35;;;
2023-03-01 03:27:18.054;3697;40.38;35;;;
2023-03-01 03:27:18.257;3705;40.38;35;;;
2023-03-01 03:27:18.475;3721;40.38;35;;;
2023-03-01 03:27:18.679;3702;40.38;35;;;
2023-03-01 03:27:18.882;3705;40.38;35;;;
2023-03-01 03:27:19.100;3710;40.38;35;;;
2023-03-01 03:27:19.304;3693;40.38;35;;;
2023-03-01 03:27:19.507;3690;40.38;35;;;
2023-03-01 03:27:19.725;3685;40.38;35;;;
2023-03-01 03:27:19.928;3708;40.38;35;;;
2023-03-01 03:27:20.147;3688;40.38;35;;;
2023-03-01 03:27:20.366;3696;40.38;35;;;
2023-03-01 03:27:20.569;3684;40.38;35;;;
2023-03-01 03:27:20.788;3684;40.38;35;;;
2023-03-01 03:27:20.991;3681;40.38;35;;;
2023-03-01 03:27:21.163;3698;40.35;35;;;
2023-03-01 03:27:21.366;3686;40.38;35;;;
2023-03-01 03:27:21.569;3688;40.35;35;;;
2023-03-01 03:27:21.772;3672;40.35;35;;;
2023-03-01 03:27:21.975;3693;40.35;35;;;
2023-03-01 03:27:22.194;3667;40.35;35;;;
2023-03-01 03:27:22.397;3678;40.35;35;;;
2023-03-01 03:27:22.600;3674;40.35;35;;;
2023-03-01 03:27:22.803;3677;40.35;35;;;
2023-03-01 03:27:23.022;3673;40.35;35;;;
2023-03-01 03:27:23.225;3672;40.35;35;;;
2023-03-01 03:27:23.428;3686;40.35;35;;;
2023-03-01 03:27:23.647;3696;40.35;35;;;
2023-03-01 03:27:23.850;3691;40.35;35;;;
2023-03-01 03:27:24.053;3689;40.35;35;;;
2023-03-01 03:27:24.272;3676;40.35;35;;;
2023-03-01 03:27:24.491;3693;40.32;35;;;
2023-03-01 03:27:24.694;3680;40.35;35;;;
2023-03-01 03:27:24.881;3684;40.35;35;;;
2023-03-01 03:27:25.085;3689;40.35;35;;;
2023-03-01 03:27:25.272;3675;40.32;35;;;
2023-03-01 03:27:25.491;3690;40.32;35;;;
2023-03-01 03:27:25.694;3683;40.32;35;;;
2023-03-01 03:27:25.897;3690;40.32;35;;;
2023-03-01 03:27:26.116;3675;40.32;35;;;
